example_id,capability,split,kind,source_capability,topic,difficulty,prompt,reference
python-selection-control-022-src-systems,python,selection,control,systems,control_from_systems:sockets,medium,"On host `node4`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
python-selection-control-023-src-frontend,python,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which CSS function chooses the smaller of two values?,min()
python-selection-control-024-src-algorithms,python,selection,control,algorithms,control_from_algorithms:binary_search,medium,What is the worst-case time complexity of binary search on sorted array `A1` with 101 elements? Answer in Big-O notation.,O(log n)
python-selection-control-025-src-systems,python,selection,control,systems,control_from_systems:dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node2.example.com`.,dig +short node2.example.com A
python-selection-control-026-src-frontend,python,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which HTML element represents the main content of a document?,<main>
python-selection-control-027-src-sql,python,selection,control,sql,control_from_sql:max_per_group,easy,"PostgreSQL: return `department_id` and the maximum `salary` from `employees_0(department_id, salary)` for each department.","SELECT department_id, MAX(salary) AS max_salary FROM employees_0 GROUP BY department_id;"
python-selection-control-028-src-frontend,python,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which React hook consumes a context value?,useContext
python-selection-control-029-src-sql,python,selection,control,sql,control_from_sql:max_per_group,medium,"PostgreSQL: return `department_id` and the maximum `salary` from `employees_2(department_id, salary)` for each department.","SELECT department_id, MAX(salary) AS max_salary FROM employees_2 GROUP BY department_id;"
python-selection-control-030-src-algorithms,python,selection,control,algorithms,control_from_algorithms:top_k,medium,"For dataset `D2`, what is the time complexity of finding the largest 5 items from n items by maintaining a min-heap of size 5?",O(n log k)
python-selection-control-031-src-algorithms,python,selection,control,algorithms,control_from_algorithms:topological_sort,medium,"What is the time complexity of topological sorting directed graph `G4` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
python-selection-control-032-src-sql,python,selection,control,sql,control_from_sql:running_total,easy,"PostgreSQL: from `payments_0(account_id, paid_at, amount)`, return each row plus a running sum of `amount` within each account ordered by `paid_at`.","SELECT account_id, paid_at, amount, SUM(amount) OVER (PARTITION BY account_id ORDER BY paid_at ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) AS running_total FROM payments_0;"
python-selection-control-033-src-frontend,python,selection,control,frontend,control_from_frontend:frontend_original,mixed,"In a flex row, which declaration lets a child shrink below its min-content width?",min-width: 0;
python-selection-control-034-src-systems,python,selection,control,systems,control_from_systems:sockets,easy,"On host `node0`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
python-selection-control-035-src-sql,python,selection,control,sql,control_from_sql:anti_join,medium,PostgreSQL: return customer ids from `customers_1(id)` that have no matching row in `orders_1(customer_id)`. Use `NOT EXISTS`.,SELECT c.id FROM customers_1 AS c WHERE NOT EXISTS (SELECT 1 FROM orders_1 AS o WHERE o.customer_id = c.id);
python-selection-control-036-src-frontend,python,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which Web API stores string key-value pairs persistently for an origin?,localStorage
python-selection-control-037-src-systems,python,selection,control,systems,control_from_systems:grep,hard,Give a Linux command that recursively searches `/srv/app3` for the text 'OOM' and prints line numbers.,grep -R -n 'OOM' /srv/app3
python-selection-control-038-src-sql,python,selection,control,sql,control_from_sql:cte,easy,"PostgreSQL: using a CTE named `totals`, compute total order value per `customer_id` from `orders_0`, then return only customers whose total exceeds 500.","WITH totals AS (SELECT customer_id, SUM(total) AS total_value FROM orders_0 GROUP BY customer_id) SELECT customer_id, total_value FROM totals WHERE total_value > 500;"
python-selection-control-039-src-frontend,python,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which React hook runs side effects after render?,useEffect
python-selection-control-040-src-systems,python,selection,control,systems,control_from_systems:journald,medium,Give a `journalctl` command that shows logs for `worker1.service` since 15 minutes ago.,"journalctl -u worker1.service --since ""15 minutes ago"""
python-selection-control-041-src-algorithms,python,selection,control,algorithms,control_from_algorithms:bfs,hard,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G3`?,Breadth-first search (BFS).
python-selection-control-042-src-systems,python,selection,control,systems,control_from_systems:storage,hard,Give a command that reports filesystem disk usage for `/srv/data3` in human-readable units.,df -h /srv/data3
python-selection-control-043-src-frontend,python,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which semantic HTML element is appropriate for a standalone article or post?,<article>
python-selection-control-044-src-sql,python,selection,control,sql,control_from_sql:window_latest,easy,"PostgreSQL: from `events_0(user_id, created_at, payload)`, return the latest row for each user using `ROW_NUMBER()`.","SELECT user_id, created_at, payload FROM (SELECT e.*, ROW_NUMBER() OVER (PARTITION BY user_id ORDER BY created_at DESC) AS rn FROM events_0 AS e) AS ranked WHERE rn = 1;"
python-selection-control-045-src-systems,python,selection,control,systems,control_from_systems:journald,easy,Give a `journalctl` command that shows logs for `worker0.service` since 10 minutes ago.,"journalctl -u worker0.service --since ""10 minutes ago"""
python-selection-control-046-src-sql,python,selection,control,sql,control_from_sql:filter_order_limit,medium,"PostgreSQL: return `id` and `total` from `orders_1` where `total` is greater than 75, highest totals first, limited to 4 rows.","SELECT id, total FROM orders_1 WHERE total > 75 ORDER BY total DESC LIMIT 4;"
python-selection-control-047-src-algorithms,python,selection,control,algorithms,control_from_algorithms:union_find,hard,"In connectivity problem `N3`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
python-selection-control-048-src-algorithms,python,selection,control,algorithms,control_from_algorithms:topological_sort,hard,"What is the time complexity of topological sorting directed graph `G3` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
python-selection-control-049-src-frontend,python,selection,control,frontend,control_from_frontend:frontend_original,mixed,Which React prop gives stable identity to items rendered from an array?,key
python-train-target-000,python,train,target,python,comprehensions,easy,"Given the Python list `nums_100`, write one expression that returns `x + 3` for only the elements divisible by 2.",[x + 3 for x in nums_100 if x % 2 == 0]
python-train-target-001,python,train,target,python,dicts,easy,"Given a Python dictionary `settings_100`, write one expression that returns the value for key 'timeout', or 7 if the key is absent.","settings_100.get('timeout', 7)"
python-train-target-002,python,train,target,python,sorting,easy,Write a Python expression that returns `records_100` sorted by the dictionary field 'score' in descending order.,"sorted(records_100, key=lambda r: r['score'], reverse=True)"
python-train-target-003,python,train,target,python,collections,easy,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'error' appears in `events_100`.,Counter(events_100)['error']
python-train-target-004,python,train,target,python,defaultdict,easy,Assume `groups_100` is a `defaultdict(list)` and `record_100` is a dictionary. Write the statement that appends `record_100` under its 'team' value.,groups_100[record_100['team']].append(record_100)
python-train-target-005,python,train,target,python,iteration,easy,Write the Python `for` header that iterates over `names_100` with `i` starting at 1 and the element stored in `name`.,"for i, name in enumerate(names_100, start=1):"
python-train-target-006,python,train,target,python,zip,easy,Write one Python expression that builds a dictionary by pairing `keys_100` with `values_100` positionally.,"dict(zip(keys_100, values_100))"
python-train-target-007,python,train,target,python,slicing,easy,"Write one Python slice expression that takes every 2th element from `seq_100`, starting at index 0.",seq_100[0::2]
python-train-target-008,python,train,target,python,generators,easy,Write one Python expression that sums the squares of values in `nums_100` that are strictly greater than 4.,sum(x * x for x in nums_100 if x > 4)
python-train-target-009,python,train,target,python,pathlib,easy,Assume `Path` from `pathlib` is imported. Write one expression that returns the suffix of '/tmp/run_100/report.csv'.,Path('/tmp/run_100/report.csv').suffix
python-train-target-010,python,train,target,python,comprehensions,medium,"Given the Python list `values_101`, write one expression that returns `x + 4` for only the elements divisible by 3.",[x + 4 for x in values_101 if x % 3 == 0]
python-train-target-011,python,train,target,python,dicts,medium,"Given a Python dictionary `settings_101`, write one expression that returns the value for key 'retries', or 8 if the key is absent.","settings_101.get('retries', 8)"
python-train-target-012,python,train,target,python,sorting,medium,Write a Python expression that returns `records_101` sorted by the dictionary field 'age' in descending order.,"sorted(records_101, key=lambda r: r['age'], reverse=True)"
python-train-target-013,python,train,target,python,collections,medium,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'ok' appears in `events_101`.,Counter(events_101)['ok']
python-train-target-014,python,train,target,python,defaultdict,medium,Assume `groups_101` is a `defaultdict(list)` and `record_101` is a dictionary. Write the statement that appends `record_101` under its 'owner' value.,groups_101[record_101['owner']].append(record_101)
python-train-target-015,python,train,target,python,iteration,medium,Write the Python `for` header that iterates over `names_101` with `i` starting at 2 and the element stored in `name`.,"for i, name in enumerate(names_101, start=2):"
python-train-target-016,python,train,target,python,zip,medium,Write one Python expression that builds a dictionary by pairing `keys_101` with `values_101` positionally.,"dict(zip(keys_101, values_101))"
python-train-target-017,python,train,target,python,slicing,medium,"Write one Python slice expression that takes every 3th element from `seq_101`, starting at index 1.",seq_101[1::3]
python-train-target-018,python,train,target,python,generators,medium,Write one Python expression that sums the squares of values in `nums_101` that are strictly greater than 5.,sum(x * x for x in nums_101 if x > 5)
python-train-target-019,python,train,target,python,pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the stem of '/tmp/run_101/archive.tar.gz'.,Path('/tmp/run_101/archive.tar.gz').stem
python-train-target-020,python,train,target,python,comprehensions,medium,"Given the Python list `scores_102`, write one expression that returns `x + 5` for only the elements divisible by 4.",[x + 5 for x in scores_102 if x % 4 == 0]
python-train-target-021,python,train,target,python,dicts,medium,"Given a Python dictionary `settings_102`, write one expression that returns the value for key 'workers', or 9 if the key is absent.","settings_102.get('workers', 9)"
python-train-target-022,python,train,target,python,sorting,medium,Write a Python expression that returns `records_102` sorted by the dictionary field 'priority' in descending order.,"sorted(records_102, key=lambda r: r['priority'], reverse=True)"
python-train-target-023,python,train,target,python,collections,medium,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'ready' appears in `events_102`.,Counter(events_102)['ready']
python-train-target-024,python,train,target,python,defaultdict,medium,Assume `groups_102` is a `defaultdict(list)` and `record_102` is a dictionary. Write the statement that appends `record_102` under its 'region' value.,groups_102[record_102['region']].append(record_102)
python-train-target-025,python,train,target,python,iteration,medium,Write the Python `for` header that iterates over `names_102` with `i` starting at 3 and the element stored in `name`.,"for i, name in enumerate(names_102, start=3):"
python-train-target-026,python,train,target,python,zip,medium,Write one Python expression that builds a dictionary by pairing `keys_102` with `values_102` positionally.,"dict(zip(keys_102, values_102))"
python-train-target-027,python,train,target,python,slicing,medium,"Write one Python slice expression that takes every 4th element from `seq_102`, starting at index 0.",seq_102[0::4]
python-train-target-028,python,train,target,python,generators,medium,Write one Python expression that sums the squares of values in `nums_102` that are strictly greater than 6.,sum(x * x for x in nums_102 if x > 6)
python-train-target-029,python,train,target,python,pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the name of '/tmp/run_102/notes.md'.,Path('/tmp/run_102/notes.md').name
python-train-target-030,python,train,target,python,comprehensions,hard,"Given the Python list `items_103`, write one expression that returns `x + 6` for only the elements divisible by 5.",[x + 6 for x in items_103 if x % 5 == 0]
python-train-target-031,python,train,target,python,dicts,hard,"Given a Python dictionary `settings_103`, write one expression that returns the value for key 'port', or 10 if the key is absent.","settings_103.get('port', 10)"
python-train-target-032,python,train,target,python,sorting,hard,Write a Python expression that returns `records_103` sorted by the dictionary field 'size' in descending order.,"sorted(records_103, key=lambda r: r['size'], reverse=True)"
python-train-target-033,python,train,target,python,collections,hard,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'cache' appears in `events_103`.,Counter(events_103)['cache']
python-train-target-034,python,train,target,python,defaultdict,hard,Assume `groups_103` is a `defaultdict(list)` and `record_103` is a dictionary. Write the statement that appends `record_103` under its 'status' value.,groups_103[record_103['status']].append(record_103)
python-train-target-035,python,train,target,python,iteration,hard,Write the Python `for` header that iterates over `names_103` with `i` starting at 4 and the element stored in `name`.,"for i, name in enumerate(names_103, start=4):"
python-train-target-036,python,train,target,python,zip,hard,Write one Python expression that builds a dictionary by pairing `keys_103` with `values_103` positionally.,"dict(zip(keys_103, values_103))"
python-train-target-037,python,train,target,python,slicing,hard,"Write one Python slice expression that takes every 5th element from `seq_103`, starting at index 1.",seq_103[1::5]
python-train-target-038,python,train,target,python,generators,hard,Write one Python expression that sums the squares of values in `nums_103` that are strictly greater than 7.,sum(x * x for x in nums_103 if x > 7)
python-train-target-039,python,train,target,python,pathlib,hard,Assume `Path` from `pathlib` is imported. Write one expression that returns the parent path of '/tmp/run_103/image.png'.,Path('/tmp/run_103/image.png').parent
python-train-target-040,python,train,target,python,comprehensions,medium,"Given the Python list `data_104`, write one expression that returns `x + 7` for only the elements divisible by 2.",[x + 7 for x in data_104 if x % 2 == 0]
python-train-target-041,python,train,target,python,dicts,medium,"Given a Python dictionary `settings_104`, write one expression that returns the value for key 'limit', or 3 if the key is absent.","settings_104.get('limit', 3)"
python-train-target-042,python,train,target,python,sorting,medium,Write a Python expression that returns `records_104` sorted by the dictionary field 'rank' in descending order.,"sorted(records_104, key=lambda r: r['rank'], reverse=True)"
python-train-target-043,python,train,target,python,collections,medium,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'worker' appears in `events_104`.,Counter(events_104)['worker']
python-train-target-044,python,train,target,python,defaultdict,medium,Assume `groups_104` is a `defaultdict(list)` and `record_104` is a dictionary. Write the statement that appends `record_104` under its 'kind' value.,groups_104[record_104['kind']].append(record_104)
python-train-target-045,python,train,target,python,iteration,medium,Write the Python `for` header that iterates over `names_104` with `i` starting at 5 and the element stored in `name`.,"for i, name in enumerate(names_104, start=5):"
python-train-target-046,python,train,target,python,zip,medium,Write one Python expression that builds a dictionary by pairing `keys_104` with `values_104` positionally.,"dict(zip(keys_104, values_104))"
python-train-target-047,python,train,target,python,slicing,medium,"Write one Python slice expression that takes every 2th element from `seq_104`, starting at index 0.",seq_104[0::2]
python-train-target-048,python,train,target,python,generators,medium,Write one Python expression that sums the squares of values in `nums_104` that are strictly greater than 8.,sum(x * x for x in nums_104 if x > 8)
python-train-target-049,python,train,target,python,pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the suffix of '/tmp/run_104/config.json'.,Path('/tmp/run_104/config.json').suffix
python-heldout-target-000,python,heldout,target,python,comprehensions,easy,"Given the Python list `nums_200`, write one expression that returns `x + 5` for only the elements divisible by 2.",[x + 5 for x in nums_200 if x % 2 == 0]
python-heldout-target-001,python,heldout,target,python,dicts,easy,"Given a Python dictionary `settings_200`, write one expression that returns the value for key 'timeout', or 3 if the key is absent.","settings_200.get('timeout', 3)"
python-heldout-target-002,python,heldout,target,python,sorting,easy,Write a Python expression that returns `records_200` sorted by the dictionary field 'score' in descending order.,"sorted(records_200, key=lambda r: r['score'], reverse=True)"
python-heldout-target-003,python,heldout,target,python,collections,easy,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'error' appears in `events_200`.,Counter(events_200)['error']
python-heldout-target-004,python,heldout,target,python,defaultdict,easy,Assume `groups_200` is a `defaultdict(list)` and `record_200` is a dictionary. Write the statement that appends `record_200` under its 'team' value.,groups_200[record_200['team']].append(record_200)
python-heldout-target-005,python,heldout,target,python,iteration,easy,Write the Python `for` header that iterates over `names_200` with `i` starting at 1 and the element stored in `name`.,"for i, name in enumerate(names_200, start=1):"
python-heldout-target-006,python,heldout,target,python,zip,easy,Write one Python expression that builds a dictionary by pairing `keys_200` with `values_200` positionally.,"dict(zip(keys_200, values_200))"
python-heldout-target-007,python,heldout,target,python,slicing,easy,"Write one Python slice expression that takes every 2th element from `seq_200`, starting at index 0.",seq_200[0::2]
python-heldout-target-008,python,heldout,target,python,generators,easy,Write one Python expression that sums the squares of values in `nums_200` that are strictly greater than 4.,sum(x * x for x in nums_200 if x > 4)
python-heldout-target-009,python,heldout,target,python,pathlib,easy,Assume `Path` from `pathlib` is imported. Write one expression that returns the suffix of '/tmp/run_200/report.csv'.,Path('/tmp/run_200/report.csv').suffix
python-heldout-target-010,python,heldout,target,python,comprehensions,medium,"Given the Python list `values_201`, write one expression that returns `x + 6` for only the elements divisible by 3.",[x + 6 for x in values_201 if x % 3 == 0]
python-heldout-target-011,python,heldout,target,python,dicts,medium,"Given a Python dictionary `settings_201`, write one expression that returns the value for key 'retries', or 4 if the key is absent.","settings_201.get('retries', 4)"
python-heldout-target-012,python,heldout,target,python,sorting,medium,Write a Python expression that returns `records_201` sorted by the dictionary field 'age' in descending order.,"sorted(records_201, key=lambda r: r['age'], reverse=True)"
python-heldout-target-013,python,heldout,target,python,collections,medium,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'ok' appears in `events_201`.,Counter(events_201)['ok']
python-heldout-target-014,python,heldout,target,python,defaultdict,medium,Assume `groups_201` is a `defaultdict(list)` and `record_201` is a dictionary. Write the statement that appends `record_201` under its 'owner' value.,groups_201[record_201['owner']].append(record_201)
python-heldout-target-015,python,heldout,target,python,iteration,medium,Write the Python `for` header that iterates over `names_201` with `i` starting at 2 and the element stored in `name`.,"for i, name in enumerate(names_201, start=2):"
python-heldout-target-016,python,heldout,target,python,zip,medium,Write one Python expression that builds a dictionary by pairing `keys_201` with `values_201` positionally.,"dict(zip(keys_201, values_201))"
python-heldout-target-017,python,heldout,target,python,slicing,medium,"Write one Python slice expression that takes every 3th element from `seq_201`, starting at index 1.",seq_201[1::3]
python-heldout-target-018,python,heldout,target,python,generators,medium,Write one Python expression that sums the squares of values in `nums_201` that are strictly greater than 5.,sum(x * x for x in nums_201 if x > 5)
python-heldout-target-019,python,heldout,target,python,pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the stem of '/tmp/run_201/archive.tar.gz'.,Path('/tmp/run_201/archive.tar.gz').stem
python-heldout-target-020,python,heldout,target,python,comprehensions,medium,"Given the Python list `scores_202`, write one expression that returns `x + 7` for only the elements divisible by 4.",[x + 7 for x in scores_202 if x % 4 == 0]
python-heldout-target-021,python,heldout,target,python,dicts,medium,"Given a Python dictionary `settings_202`, write one expression that returns the value for key 'workers', or 5 if the key is absent.","settings_202.get('workers', 5)"
python-heldout-target-022,python,heldout,target,python,sorting,medium,Write a Python expression that returns `records_202` sorted by the dictionary field 'priority' in descending order.,"sorted(records_202, key=lambda r: r['priority'], reverse=True)"
python-heldout-target-023,python,heldout,target,python,collections,medium,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'ready' appears in `events_202`.,Counter(events_202)['ready']
python-heldout-target-024,python,heldout,target,python,defaultdict,medium,Assume `groups_202` is a `defaultdict(list)` and `record_202` is a dictionary. Write the statement that appends `record_202` under its 'region' value.,groups_202[record_202['region']].append(record_202)
python-heldout-target-025,python,heldout,target,python,iteration,medium,Write the Python `for` header that iterates over `names_202` with `i` starting at 3 and the element stored in `name`.,"for i, name in enumerate(names_202, start=3):"
python-heldout-target-026,python,heldout,target,python,zip,medium,Write one Python expression that builds a dictionary by pairing `keys_202` with `values_202` positionally.,"dict(zip(keys_202, values_202))"
python-heldout-target-027,python,heldout,target,python,slicing,medium,"Write one Python slice expression that takes every 4th element from `seq_202`, starting at index 0.",seq_202[0::4]
python-heldout-target-028,python,heldout,target,python,generators,medium,Write one Python expression that sums the squares of values in `nums_202` that are strictly greater than 6.,sum(x * x for x in nums_202 if x > 6)
python-heldout-target-029,python,heldout,target,python,pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the name of '/tmp/run_202/notes.md'.,Path('/tmp/run_202/notes.md').name
python-heldout-target-030,python,heldout,target,python,comprehensions,hard,"Given the Python list `items_203`, write one expression that returns `x + 1` for only the elements divisible by 5.",[x + 1 for x in items_203 if x % 5 == 0]
python-heldout-target-031,python,heldout,target,python,dicts,hard,"Given a Python dictionary `settings_203`, write one expression that returns the value for key 'port', or 6 if the key is absent.","settings_203.get('port', 6)"
python-heldout-target-032,python,heldout,target,python,sorting,hard,Write a Python expression that returns `records_203` sorted by the dictionary field 'size' in descending order.,"sorted(records_203, key=lambda r: r['size'], reverse=True)"
python-heldout-target-033,python,heldout,target,python,collections,hard,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'cache' appears in `events_203`.,Counter(events_203)['cache']
python-heldout-target-034,python,heldout,target,python,defaultdict,hard,Assume `groups_203` is a `defaultdict(list)` and `record_203` is a dictionary. Write the statement that appends `record_203` under its 'status' value.,groups_203[record_203['status']].append(record_203)
python-heldout-target-035,python,heldout,target,python,iteration,hard,Write the Python `for` header that iterates over `names_203` with `i` starting at 4 and the element stored in `name`.,"for i, name in enumerate(names_203, start=4):"
python-heldout-target-036,python,heldout,target,python,zip,hard,Write one Python expression that builds a dictionary by pairing `keys_203` with `values_203` positionally.,"dict(zip(keys_203, values_203))"
python-heldout-target-037,python,heldout,target,python,slicing,hard,"Write one Python slice expression that takes every 5th element from `seq_203`, starting at index 1.",seq_203[1::5]
python-heldout-target-038,python,heldout,target,python,generators,hard,Write one Python expression that sums the squares of values in `nums_203` that are strictly greater than 7.,sum(x * x for x in nums_203 if x > 7)
python-heldout-target-039,python,heldout,target,python,pathlib,hard,Assume `Path` from `pathlib` is imported. Write one expression that returns the parent path of '/tmp/run_203/image.png'.,Path('/tmp/run_203/image.png').parent
python-heldout-target-040,python,heldout,target,python,comprehensions,medium,"Given the Python list `data_204`, write one expression that returns `x + 2` for only the elements divisible by 2.",[x + 2 for x in data_204 if x % 2 == 0]
python-heldout-target-041,python,heldout,target,python,dicts,medium,"Given a Python dictionary `settings_204`, write one expression that returns the value for key 'limit', or 7 if the key is absent.","settings_204.get('limit', 7)"
python-heldout-target-042,python,heldout,target,python,sorting,medium,Write a Python expression that returns `records_204` sorted by the dictionary field 'rank' in descending order.,"sorted(records_204, key=lambda r: r['rank'], reverse=True)"
python-heldout-target-043,python,heldout,target,python,collections,medium,Assume `Counter` from `collections` is imported. Write one expression that counts how many times 'worker' appears in `events_204`.,Counter(events_204)['worker']
python-heldout-target-044,python,heldout,target,python,defaultdict,medium,Assume `groups_204` is a `defaultdict(list)` and `record_204` is a dictionary. Write the statement that appends `record_204` under its 'kind' value.,groups_204[record_204['kind']].append(record_204)
python-heldout-target-045,python,heldout,target,python,iteration,medium,Write the Python `for` header that iterates over `names_204` with `i` starting at 5 and the element stored in `name`.,"for i, name in enumerate(names_204, start=5):"
python-heldout-target-046,python,heldout,target,python,zip,medium,Write one Python expression that builds a dictionary by pairing `keys_204` with `values_204` positionally.,"dict(zip(keys_204, values_204))"
python-heldout-target-047,python,heldout,target,python,slicing,medium,"Write one Python slice expression that takes every 2th element from `seq_204`, starting at index 0.",seq_204[0::2]
python-heldout-target-048,python,heldout,target,python,generators,medium,Write one Python expression that sums the squares of values in `nums_204` that are strictly greater than 8.,sum(x * x for x in nums_204 if x > 8)
python-heldout-target-049,python,heldout,target,python,pathlib,medium,Assume `Path` from `pathlib` is imported. Write one expression that returns the suffix of '/tmp/run_204/config.json'.,Path('/tmp/run_204/config.json').suffix
python-heldout-control-000-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:binary_search,easy,What is the worst-case time complexity of binary search on sorted array `A200` with 300 elements? Answer in Big-O notation.,O(log n)
python-heldout-control-001-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:topological_sort,hard,"What is the time complexity of topological sorting directed graph `G203` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
python-heldout-control-002-src-sql,python,heldout,control,sql,control_from_sql:cte,easy,"PostgreSQL: using a CTE named `totals`, compute total order value per `customer_id` from `orders_200`, then return only customers whose total exceeds 500.","WITH totals AS (SELECT customer_id, SUM(total) AS total_value FROM orders_200 GROUP BY customer_id) SELECT customer_id, total_value FROM totals WHERE total_value > 500;"
python-heldout-control-003-src-sql,python,heldout,control,sql,control_from_sql:group_having,hard,"PostgreSQL: for table `orders_203(customer_id, id)`, return each `customer_id` having at least 5 orders and its order count.","SELECT customer_id, COUNT(*) AS order_count FROM orders_203 GROUP BY customer_id HAVING COUNT(*) >= 5;"
python-heldout-control-004-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:union_find,medium,"In connectivity problem `N202`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
python-heldout-control-005-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A horizontally scrolling carousel should snap items into alignment. Which CSS property enables snapping on the container?,scroll-snap-type
python-heldout-control-006-src-systems,python,heldout,control,systems,control_from_systems:storage,hard,Give a command that reports filesystem disk usage for `/srv/data203` in human-readable units.,df -h /srv/data203
python-heldout-control-007-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A layout needs content-sized columns that can shrink to the smallest unbreakable content width. Which keyword is relevant?,min-content
python-heldout-control-008-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:topological_sort,medium,"What is the time complexity of topological sorting directed graph `G204` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
python-heldout-control-009-src-sql,python,heldout,control,sql,control_from_sql:filter_order_limit,medium,"PostgreSQL: return `id` and `total` from `orders_202` where `total` is greater than 100, highest totals first, limited to 5 rows.","SELECT id, total FROM orders_202 WHERE total > 100 ORDER BY total DESC LIMIT 5;"
python-heldout-control-010-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A list is reordered frequently. Which property must remain tied to item identity rather than array position?,key
python-heldout-control-011-src-sql,python,heldout,control,sql,control_from_sql:anti_join,easy,PostgreSQL: return customer ids from `customers_200(id)` that have no matching row in `orders_200(customer_id)`. Use `NOT EXISTS`.,SELECT c.id FROM customers_200 AS c WHERE NOT EXISTS (SELECT 1 FROM orders_200 AS o WHERE o.customer_id = c.id);
python-heldout-control-012-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A page needs to watch history navigation caused by back and forward actions. Which event fires?,popstate
python-heldout-control-013-src-sql,python,heldout,control,sql,control_from_sql:conditional_aggregation,medium,"PostgreSQL: return one row containing the count of rows in `orders_202` whose `status` equals 'failed', using conditional aggregation.",SELECT SUM(CASE WHEN status = 'failed' THEN 1 ELSE 0 END) AS matching_count FROM orders_202;
python-heldout-control-014-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A user prefers reduced motion. Which media query feature detects that preference?,prefers-reduced-motion
python-heldout-control-015-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A component wants to expose reusable stateful logic without rendering extra DOM. What React abstraction is used?,custom hook
python-heldout-control-016-src-sql,python,heldout,control,sql,control_from_sql:cte,medium,"PostgreSQL: using a CTE named `totals`, compute total order value per `customer_id` from `orders_204`, then return only customers whose total exceeds 1500.","WITH totals AS (SELECT customer_id, SUM(total) AS total_value FROM orders_204 GROUP BY customer_id) SELECT customer_id, total_value FROM totals WHERE total_value > 1500;"
python-heldout-control-017-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:prefix_sum,medium,"After O(n) preprocessing of a one-dimensional prefix-sum array for `A204`, what is the time complexity of one range-sum query?",O(1)
python-heldout-control-018-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A set of cards should align in a grid and automatically place new items. Which display value establishes grid layout?,display: grid;
python-heldout-control-019-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,"You need named grid regions such as header, sidebar, and main. Which CSS property declares the area template?",grid-template-areas
python-heldout-control-020-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A column flex child should be allowed to shrink below its content's intrinsic height. Which declaration is the vertical analogue of min-width: 0?,min-height: 0;
python-heldout-control-021-src-systems,python,heldout,control,systems,control_from_systems:dns,medium,Give a `dig` command that prints only the IPv4 A-record answer for `node201.example.com`.,dig +short node201.example.com A
python-heldout-control-022-src-systems,python,heldout,control,systems,control_from_systems:find,hard,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job203` whose names end in `.txt`.,"find /var/tmp/job203 -type f -name ""*.txt"""
